,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
54,1010000602,0,1,2,104,0,-,소월로2길,0,0,0,50,0,0,0,143.8008,
53,1010000502,1,0,2,104,0,-,소월로2길,0,0,0,50,0,0,0,145.9752,
55,1010000603,1,-100,2,104,0,-,소월로2길,0,0,0,50,0,0,0,102.2821,
707,1010051000,1,2,1,104,0,-,후암로58길,0,0,0,50,0,0,0,199.1891,
706,1010050900,2,1,1,104,0,-,후암로58길,0,0,0,50,0,0,0,181.0211,
6,1010001602,3,34,4,104,0,-,동호로,0,0,0,60,0,0,0,213.0121,
26,1010053400,3,24,4,104,0,-,동호로,0,0,0,60,0,0,0,127.4427,
76,1010001800,3,95,2,104,0,-,다산로,0,0,0,60,0,0,0,665.398,
710,1010051300,3,-100,2,104,0,-,다산로,0,0,0,60,0,0,0,990.0763,
49,1,4,29,2,104,0,-,장충단로,0,0,0,60,0,0,0,62.0814,
71,1010001400,4,64,3,104,0,-,장충단로,0,0,0,60,0,0,0,459.0724,
490,172,4,32,1,104,0,-,녹사평대로58길,1,0,0,40,0,0,0,70.6246,
56,1010000701,5,27,4,104,0,-,소파로,1,0,0,50,0,0,0,423.0783,
90,1010002401,5,70,2,104,0,-,소월로,0,0,0,50,0,32000,0,355.3087,
105,1010002801,6,46,2,104,0,-,소공로,0,0,0,30,0,0,420,203.2841,
483,162,6,-100,2,104,4,-,녹사평대로,0,0,0,60,0,0,0,317.457,
79,1010002001,7,50,4,104,0,-,통일로,0,0,0,50,0,0,0,98.9071,
110,1010003001,7,44,5,104,0,-,세종대로,0,0,0,50,0,0,0,66.4464,
733,1010054200,7,289,5,104,0,-,한강대로,0,0,0,50,0,0,0,102.0767,
712,1010051500,8,-100,2,104,4,-,삼일대로,0,0,0,60,0,0,410,854.5361,
730,1010053900,8,36,2,104,0,-,삼일대로,0,0,0,60,0,0,420,108.0957,
218,1010007902,9,147,4,104,0,-,창경궁로,0,0,0,50,0,0,0,146.6828,
256,1010009402,9,171,1,104,0,-,마른내로,0,0,0,30,0,0,0,225.9106,
266,62,9,182,1,104,0,-,마른내로,0,0,0,30,0,0,0,363.0596,
316,84,9,235,3,104,0,-,창경궁로,1,0,0,50,0,0,0,258.2461,
261,57,10,172,1,104,0,-,마른내로,0,0,0,30,0,0,0,262.9094,
277,67,10,180,1,104,0,-,마른내로,0,0,0,30,0,0,0,205.0759,
319,1010013001,10,11,1,104,0,-,수표로,0,0,0,30,0,0,0,112.9789,
604,292,10,132,1,104,0,-,수표로,0,0,0,30,0,0,0,309.4955,
318,1010012902,11,10,1,104,0,-,수표로,0,0,0,30,0,0,0,113.5916,
320,1010013002,11,227,1,104,0,-,수표로,0,0,0,30,0,0,0,43.114,
279,68,12,187,1,104,0,-,덕수궁길,1,0,0,30,0,0,0,367.7413,
367,101,12,262,1,104,0,-,정동길,0,0,0,30,0,0,0,518.5331,
429,126,12,274,1,104,0,-,덕수궁길,0,0,0,30,0,0,0,498.4888,
619,307,12,144,1,104,0,-,서소문로11길,0,0,0,30,0,0,0,315.1804,
312,81,13,191,3,104,0,-,을지로,0,0,0,50,0,0,0,122.3477,
339,1010014001,13,213,3,104,0,-,을지로,0,0,0,50,0,0,0,56.4458,
369,103,13,14,2,104,0,-,무교로,0,0,0,30,0,0,0,112.4644,
368,102,14,13,2,104,0,-,무교로,1,0,0,30,0,0,0,110.0943,
395,113,14,15,3,104,0,-,세종대로20길,0,0,0,30,0,0,0,184.9513,
425,1010017601,14,271,2,104,0,-,무교로,0,0,0,30,0,0,0,222.0966,
334,1010013700,15,187,6,104,0,-,세종대로,0,0,0,50,0,0,0,234.2372,
394,112,15,14,3,104,0,-,세종대로20길,1,0,0,30,0,0,0,182.2914,
434,130,15,-100,5,104,0,-,세종대로,0,0,0,50,0,0,0,219.2663,
449,1010018901,16,252,1,104,0,-,마장로1길,0,0,0,40,0,0,0,136.2712,
461,145,16,278,2,104,0,-,청계천로,0,0,0,30,0,0,0,326.504,
481,159,17,26,1,104,0,-,남산공원길,0,0,0,20,0,0,0,3380.2143,
716,1010051900,17,-100,1,104,0,-,남산공원길,0,0,0,20,0,0,0,108.8466,
719,1010052200,17,18,1,104,0,-,-,0,0,0,40,0,0,0,201.9553,
51,3,18,4,2,104,0,-,장충단로,0,0,0,60,0,0,0,544.1992,
714,1010051700,18,-100,2,104,0,-,장충단로,0,0,0,60,0,0,0,196.6005,도로명없음
720,1010052300,18,17,1,104,0,-,-,0,0,0,40,0,0,0,222.6493,
718,1010052100,19,-100,2,104,4,-,동호로,0,0,0,60,0,0,400,152.3425,
721,1010052400,19,23,2,104,0,-,동호로,0,0,0,60,0,0,450,121.5256,도로명없음
469,1010020401,20,-100,1,104,0,-,동호로5길,0,0,0,40,0,0,0,393.9163,
471,154,20,21,1,104,0,-,동호로,0,0,0,30,0,0,0,62.9451,
474,1010020800,20,23,1,104,0,-,동호로5길,0,0,0,40,0,0,0,67.4841,
722,1010052500,21,19,2,104,0,-,동호로,0,0,0,60,0,0,450,48.3,
494,176,22,74,1,104,0,-,필동로,0,0,0,40,0,0,0,810.5976,
21,1010052700,23,25,4,104,0,-,동호로,0,0,0,60,0,0,0,54.8983,
28,164,23,34,4,104,1,-,동호로,0,0,0,60,0,0,0,484.001,
470,1010020402,23,20,1,104,0,-,동호로5길,0,0,0,40,0,0,0,69.3582,
723,1010052600,23,21,2,104,0,-,동호로,0,0,0,60,0,0,0,73.2255,
24,1010053000,24,25,4,104,0,-,동호로,0,0,0,60,0,0,0,88.7295,
25,1010053300,24,3,4,104,0,-,동호로,0,0,0,60,0,0,0,127.4427,
701,1010050400,24,305,2,104,0,-,동호로10길,0,0,0,30,0,0,0,199.1995,
22,1010052800,25,23,4,104,0,-,동호로,0,0,0,60,0,0,0,54.8983,
23,1010052900,25,24,4,104,0,-,동호로,0,0,0,60,0,0,0,88.7295,
703,1010050600,25,306,1,104,0,-,다산로10길,0,0,0,30,0,0,0,79.226,
60,1010001101,26,27,1,104,0,-,소파로,0,0,0,40,0,0,0,177.4933,
65,1010001202,26,39,1,104,0,-,소파로,0,0,0,40,0,0,0,318.794,
475,158,26,17,1,104,0,-,남산공원길,0,0,0,20,0,0,0,3383.2989,
57,1010000801,27,5,4,104,0,-,소파로,0,0,0,50,0,0,0,437.5363,
64,1010001201,27,26,1,104,0,-,소파로,0,0,0,40,0,0,0,185.3448,
725,1010053200,27,-100,3,104,0,-,소월로3길,1,0,0,50,0,0,0,269.3077,
50,2,29,18,2,104,0,-,장충단로,0,0,0,60,0,0,0,479.4215,
473,157,30,-100,1,104,4,-,녹사평대로58길,0,0,0,40,0,0,0,1118.9466,
486,168,30,31,1,104,0,-,녹사평대로58길,0,0,0,40,0,0,0,59.7407,
488,170,31,29,1,104,0,-,장충단로,0,0,0,60,0,0,0,65.8666,
489,1010022400,31,4,1,104,0,-,녹사평대로58길,0,0,0,40,0,0,0,67.8073,
487,169,32,30,1,104,0,-,녹사평대로58길,0,0,0,40,0,0,0,59.7407,
68,1010001301,33,4,3,104,0,-,장충단로,0,0,0,60,0,0,0,56.8877,
491,174,33,32,1,104,0,-,녹사평대로58길,0,0,0,40,0,0,0,109.0323,
20,1010001501,34,3,4,104,0,-,동호로,0,0,0,60,0,0,0,213.0121,
27,163,34,23,4,104,1,-,동호로,0,0,0,60,0,0,0,484.1643,
73,1010001603,34,63,4,104,0,-,동호로,0,0,0,60,0,0,0,371.5307,
492,1010022900,35,28,1,104,0,-,만리재로,0,0,0,40,0,0,0,212.3906,
120,1010003401,36,86,2,104,0,-,삼일대로,0,0,0,60,0,0,0,227.2727,
502,1010024701,36,37,1,104,0,-,퇴계로26길,0,0,0,30,0,0,0,672.6793,
731,1010054000,36,8,3,104,0,-,삼일대로,0,0,0,60,0,0,420,109.6789,
46,1010048800,37,40,2,104,0,-,소파로,0,0,0,50,0,0,0,140.2846,
501,1010024602,37,36,1,104,0,-,퇴계로26길,0,0,0,30,0,0,0,738.0735,
503,1010024702,37,84,1,104,0,-,퇴계로26길,0,0,0,30,0,0,0,72.4999,
99,1010002605,38,291,3,104,0,-,퇴계로,0,0,0,50,0,0,0,49.955,
477,1010023400,38,44,5,104,0,-,세종대로,0,0,0,50,0,0,0,161.7698,
61,1010001102,39,26,1,104,0,-,소파로,0,0,0,40,0,0,0,316.2564,
66,1010001204,39,40,1,104,0,-,소파로,0,0,0,30,0,0,420,498.4227,
499,190,39,109,1,104,0,-,퇴계로18길,1,0,0,30,0,0,0,590.9944,
45,1010048700,40,37,2,104,0,-,소파로,0,0,0,50,0,0,0,140.2845,
63,1010001105,40,39,1,104,0,-,소파로,0,0,0,30,0,0,420,490.6712,
67,1010001205,40,93,1,104,0,-,소파로,0,0,0,30,0,0,0,47.2024,
58,6,41,45,1,104,1,-,-,0,0,0,60,0,0,0,542.8097,
497,186,42,57,1,104,0,-,서울역고가차도.청파로,0,0,104,40,0,0,0,190.9241,
732,1010054100,42,28,1,104,0,-,만리재로,0,0,0,50,0,0,0,329.398,도로명없음
81,1010002101,43,309,3,104,0,-,청파로,0,0,0,60,0,0,0,83.6121,
86,1010002202,43,57,3,104,0,-,청파로,0,0,0,60,0,0,0,113.9021,
117,1010003205,43,49,1,104,0,-,중림로,0,0,0,40,0,0,0,57.8292,
478,179,43,35,1,104,0,-,만리재로,0,0,0,50,0,0,0,54.3093,
111,1010003002,44,89,5,104,0,-,세종대로,0,0,0,50,0,0,0,415.8555,
59,7,45,42,1,104,1,-,-,0,0,0,60,0,0,0,531.341,
95,1010002507,45,291,3,104,0,-,퇴계로,0,0,0,50,0,0,0,124.4456,
101,1010002607,45,88,3,104,0,-,퇴계로,0,0,0,50,0,0,480,599.8722,도로명없음
102,1010002701,46,6,2,104,0,-,소공로,0,0,0,30,0,0,420,207.0961,
106,1010002802,46,85,4,104,0,-,소공로,0,0,0,60,0,0,0,313.8581,
112,1010003103,47,43,1,104,0,-,중림로,0,0,0,40,0,0,0,57.5894,
479,180,47,35,1,104,0,-,만리재로,0,0,0,50,0,0,0,90.8643,
77,1010001901,48,7,4,104,0,-,통일로,0,0,0,50,0,0,0,106.9718,
480,182,48,289,4,104,0,-,통일로,0,0,0,50,0,0,0,187.6323,
116,1010003204,49,67,1,104,0,-,중림로,0,0,0,30,0,0,0,434.7091,
80,1010002002,50,62,4,104,0,-,통일로,0,0,0,50,0,0,0,54.2104,
107,1010002901,51,7,4,104,0,-,세종대로,0,0,0,50,0,0,0,70.8934,
496,185,51,50,4,104,0,-,통일로,0,0,0,50,0,0,0,102.2526,
82,1010002102,52,43,3,104,0,-,청파로,0,0,0,60,0,0,0,47.6228,
495,184,52,49,1,104,0,-,청파로.중림로.연결길,0,0,0,30,0,0,0,73.418,
538,1010029001,53,54,1,104,0,-,다산로36길,0,0,0,30,0,0,0,648.787,
735,1010054400,53,-100,1,104,0,-,청구로,0,0,0,40,0,0,0,84.11,
736,1010054500,53,56,2,104,0,-,청구로,0,0,0,40,0,0,0,366.6428,
537,1010028902,54,53,1,104,0,-,다산로36길,0,0,0,30,0,0,0,623.5135,
539,1010029002,54,150,1,104,0,-,다산로36길,0,0,0,30,0,0,0,213.7636,
694,1010049600,54,302,1,104,0,-,다산로34길,0,0,0,30,0,0,0,97.603,
739,1010054800,55,56,2,104,0,-,청구로,0,0,0,40,0,0,0,228.5895,
740,1010054900,55,95,2,104,0,-,청구로,0,0,0,40,0,0,0,106.5736,
762,1010048000,55,303,1,104,0,-,청구로4길,0,0,0,30,0,0,0,132.4644,
737,1010054600,56,53,2,104,0,-,청구로,0,0,0,40,0,0,0,344.4173,
738,1010054700,56,55,2,104,0,-,청구로,0,0,0,40,0,0,0,215.4867,
764,1010048200,56,304,1,104,0,-,청구로1길,0,0,0,40,0,0,0,119.0714,
87,1010002203,57,60,3,104,0,-,청파로,0,0,0,60,0,0,0,60.1136,
31,1010002004,58,78,4,104,0,-,통일로,0,0,0,40,0,0,0,128.0427,
505,192,58,79,1,104,0,-,세종대로5길,1,0,0,30,0,0,0,268.8419,
69,1010001302,59,33,3,104,0,-,장충단로,0,0,0,60,0,0,0,351.2132,
88,1010002204,60,66,3,104,0,-,청파로,0,0,0,60,0,0,0,90.902,
507,194,60,69,3,104,0,-,칠패로,0,0,0,60,0,0,0,92.8073,
126,1010003701,61,64,3,104,0,-,동호로,0,0,0,60,0,0,0,65.5347,
504,1010024800,61,59,1,104,0,-,장충단로,0,0,0,60,0,0,0,71.152,
30,1010002003,62,58,4,104,0,-,통일로,0,0,0,40,0,0,410,37.7149,
36,202,62,107,2,104,1,-,통일로,0,0,0,40,0,0,0,325.2263,
78,1010001902,62,48,4,104,0,-,통일로,0,0,0,50,0,0,0,56.7997,
74,1010001604,63,64,4,104,0,-,동호로,0,0,0,60,0,0,0,84.2065,
509,195,63,83,2,104,0,-,장충단로,0,0,0,60,0,0,0,155.4959,
70,1010001303,64,59,3,104,0,-,장충단로,0,0,0,60,0,0,0,45.8607,
72,1010001502,64,34,4,104,0,-,동호로,0,0,0,60,0,0,0,444.2298,
131,1010003801,64,65,3,104,0,-,동호로,0,0,0,60,0,0,0,65.5347,
167,1010005401,64,83,3,104,0,-,장충단로,0,0,0,60,0,0,0,100.6118,
132,1010003802,65,77,3,104,0,-,동호로,0,0,0,60,0,0,0,243.2305,
84,1010002103,66,52,3,104,0,-,청파로,0,0,0,60,0,0,0,203.7856,
124,1010003602,66,69,3,104,0,-,칠패로,0,0,0,60,0,0,0,46.0334,
141,1010004201,66,76,3,104,0,-,청파로,0,0,0,60,0,0,0,59.6658,
114,1010003106,67,47,1,104,0,-,중림로,0,0,0,30,0,0,0,428.3946,
115,1010003203,67,68,1,104,0,-,중림로,0,0,0,60,0,0,0,34.5786,
508,1010025200,67,71,1,104,0,-,서소문로,0,0,0,50,0,0,0,34.4269,
113,1010003105,68,67,1,104,0,-,중림로,0,0,0,60,0,0,0,34.5787,
125,1010003603,69,78,3,104,0,-,칠패로,0,0,0,60,0,32000,0,183.7305,
91,1010002402,70,89,4,104,0,-,소월로,0,0,0,50,0,0,0,178.4598,
515,209,70,97,3,104,0,-,남대문로,0,0,0,50,0,0,0,184.7438,
108,1010002902,72,51,4,104,0,-,세종대로,0,0,0,50,0,0,0,207.4069,
122,1010003501,73,66,3,104,0,-,칠패로,0,0,0,60,0,0,0,51.9498,
511,197,73,76,2,104,0,-,청파로,0,0,0,60,0,0,0,81.3814,
530,226,73,122,1,104,0,-,서소문로8길,0,0,0,30,0,0,0,267.3359,
465,207,74,94,1,104,0,-,필동로,0,0,0,40,0,0,0,66.7192,
493,175,74,22,1,104,0,-,필동로,0,0,0,40,0,0,0,808.8423,
544,1010029500,74,137,1,104,0,-,서애로,0,0,0,30,0,0,0,376.5715,
96,1010002508,75,45,3,104,0,-,퇴계로,0,0,0,50,0,0,480,470.9873,
540,1010029201,75,293,2,104,0,-,남대문시장10길,0,0,0,50,0,0,0,126.4454,
142,1010004202,76,-100,3,104,0,-,청파로,0,0,0,60,0,3500,360,221.6103,
127,1010003702,77,61,3,104,0,-,동호로,0,0,0,60,0,0,0,261.4659,
133,1010003803,77,139,4,104,0,-,동호로,0,0,0,60,0,0,480,301.6655,
560,249,77,145,1,104,0,-,퇴계로50길,0,0,0,10,0,0,0,461.4812,
29,1010001903,78,62,4,104,0,-,통일로,0,0,0,40,0,0,0,165.0889,
33,1010004401,78,287,4,104,0,-,통일로,0,0,0,40,0,0,0,144.2876,
123,1010003503,78,73,3,104,0,-,칠패로,0,0,0,60,0,32000,0,184.4691,
138,1010004001,78,80,1,104,0,-,칠패로,0,0,0,50,0,0,0,132.2812,
506,193,79,58,1,104,0,-,세종대로5길,0,0,0,30,0,0,0,266.8458,
512,200,79,72,4,104,0,-,세종대로,0,0,0,50,0,0,0,34.7128,
136,1010003901,80,78,4,104,0,-,칠패로,0,0,0,50,0,0,0,132.2812,
139,1010004002,80,87,1,104,0,-,칠패로,0,0,0,50,0,0,0,94.9237,
528,224,80,120,1,104,0,-,통일로2길.칠패로사이길,0,0,0,30,0,0,0,192.597,
103,1010002702,81,46,3,104,0,-,소공로,0,0,0,60,0,0,420,309.9417,
163,1010005301,82,64,3,104,0,-,장충단로,0,0,0,60,0,0,0,101.8669,
510,196,82,65,1,104,0,-,동호로24길,0,0,0,10,0,0,0,108.2033,
168,1010005402,83,134,3,104,0,-,장충단로,0,0,0,60,0,0,0,243.5037,
500,1010024601,84,37,1,104,0,-,퇴계로26길,0,0,0,30,0,0,0,73.0503,
519,215,84,96,1,104,0,-,퇴계로26길,0,0,0,30,0,0,0,35.344,
83,1010002803,85,98,4,104,0,-,소공로,0,0,0,50,0,0,0,57.9139,
522,218,85,100,3,104,0,-,퇴계로,0,0,0,50,0,0,0,87.9294,
121,1010003402,86,119,2,104,0,-,삼일대로,0,0,0,60,0,0,0,415.9848,
521,217,86,96,1,104,0,-,삼일대로2길,0,0,0,60,0,0,0,253.5101,
137,1010003902,87,80,3,104,0,-,칠패로,0,0,0,50,0,0,0,93.7272,
514,1010026600,87,79,4,104,0,-,세종대로,0,0,0,50,0,0,0,56.6924,
553,241,87,121,1,104,0,-,세종대로7길,0,0,0,30,0,0,0,233.2558,
97,1010002603,88,98,3,104,0,-,퇴계로,0,0,0,50,0,0,0,70.3324,
517,211,88,81,4,104,0,-,소공로,0,0,0,50,0,0,0,76.8041,
89,1010002301,89,5,1,104,0,-,소월로,0,0,0,50,0,32000,0,531.729,
161,1010005201,89,97,3,104,0,-,남대문로,0,0,0,50,0,0,0,79.7906,
175,1010005901,89,104,4,104,0,-,세종대로,0,0,0,50,0,0,0,61.0641,
179,24,89,106,5,104,0,-,세종대로,0,0,0,50,0,0,0,47.8379,
118,1010003301,90,36,3,104,0,-,삼일대로,0,0,0,60,0,0,0,393.9307,
516,210,91,84,1,104,0,-,소파로,0,0,0,30,0,0,0,69.6892,
520,216,91,90,1,104,0,-,소파로,0,0,0,30,0,0,0,134.1202,
92,1010002504,92,75,3,104,0,-,퇴계로,0,0,0,50,0,0,0,127.6535,
62,1010001104,93,40,1,104,0,-,소파로,0,0,0,30,0,0,0,45.5902,
518,213,93,84,2,104,0,-,소파로,0,0,0,30,0,0,0,158.2746,
523,219,93,90,1,104,0,-,소파로,0,0,0,30,0,0,0,234.9623,
513,1010026400,94,74,1,104,0,-,필동로,0,0,0,40,0,0,0,68.5838,
532,228,94,114,1,104,0,-,퇴계로36길,0,0,0,30,0,0,0,275.6955,
557,245,94,123,1,104,0,-,필동로,0,0,0,40,0,0,0,168.9935,
75,1010001702,95,3,2,104,0,-,다산로,0,0,0,60,0,0,0,665.5348,
186,1010006201,95,101,1,104,0,-,청구로,0,0,0,30,0,0,0,80.3851,
195,1010006801,95,150,2,104,0,-,다산로,0,0,0,60,0,0,0,351.1914,
741,1010055000,95,55,2,104,0,-,청구로,0,0,0,40,0,0,0,106.612,
542,234,96,117,1,104,0,-,삼일대로2길,0,0,0,60,0,0,0,181.4809,
543,1010029400,96,116,1,104,0,-,퇴계로26길,0,0,0,30,0,0,0,112.8224,
162,1010005202,97,127,3,104,0,-,남대문로,0,0,0,50,0,0,0,451.243,
93,1010002505,98,92,3,104,0,-,퇴계로,0,0,0,50,0,0,0,70.0084,
104,1010002703,98,81,4,104,0,-,소공로,0,0,0,50,0,0,0,57.4784,
148,1010004601,98,100,3,104,0,-,퇴계로,0,0,0,50,0,0,0,63.7486,
156,1010005001,98,113,4,104,0,-,소공로,0,0,0,50,0,0,0,64.4892,
159,1010005101,99,89,2,104,0,-,남대문로,0,0,0,50,0,0,0,74.0844,
533,229,99,106,2,104,0,-,남대문로,0,0,0,50,0,0,0,83.5194,
149,1010004602,100,109,3,104,0,-,퇴계로,0,0,0,50,0,0,0,272.6438,
183,1010006101,101,95,1,104,0,-,청구로,0,0,0,30,0,0,0,80.3851,
187,1010006202,101,131,1,104,0,-,청구로,0,0,0,30,0,0,0,292.354,
575,1010033100,101,157,1,104,0,-,청구로8길,0,0,0,10,0,0,0,383.4352,
524,220,102,91,2,104,0,-,소파로,0,0,0,30,0,0,0,130.9771,
555,1010030500,102,93,1,104,0,-,소파로,0,0,0,30,0,0,0,80.4385,
525,221,103,92,3,104,0,-,퇴계로,0,0,0,50,0,0,0,74.6005,
550,1010030002,103,293,1,104,0,-,남대문시장길,1,0,0,50,0,0,0,147.8001,
109,1010002903,104,72,4,104,0,-,세종대로,0,0,0,50,0,0,0,153.7741,
526,222,104,87,3,104,0,-,칠패로,0,0,0,50,0,0,0,113.4222,
547,237,104,115,1,104,0,-,세종대로9길,0,0,0,30,0,0,0,124.7342,
145,1010004501,105,98,3,104,0,-,퇴계로,0,0,0,50,0,0,0,68.6617,
548,238,105,113,4,104,0,-,소공로,0,0,0,50,0,0,0,90.6103,
180,25,106,125,5,104,0,-,세종대로,0,0,0,50,0,0,0,99.8386,
32,1010004301,107,78,4,104,0,-,통일로,0,0,0,40,0,0,0,156.6463,
35,201,107,62,2,104,1,-,통일로,0,0,0,40,0,0,0,321.702,
144,1010004403,107,130,4,104,0,-,통일로,0,0,0,50,0,0,0,151.8747,
19,26,108,140,2,104,1,-,서소문로,0,0,0,50,0,20000,0,550.8067,
146,1010004502,109,105,3,104,0,-,퇴계로,0,0,0,50,0,0,0,273.1138,
150,1010004603,109,111,3,104,0,-,퇴계로,0,0,0,50,0,0,0,89.6421,
